LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,NUM_OF_CARDS,ANNUAL_INCOME,default
57541.04803670942,27.719802162975547,-2.539593088285103,-1.862182531095152,-0.20754932996690803,-1.659352661947434,5.78224256530406,-3.6242757873808036,1,83650.35973846061,0
89347.17269410822,41.61060904776727,-1.3945616994488272,-1.4895507368183094,-0.21631970703778003,-0.3977109068715332,1.5548404457351983,-0.9302602547539949,1,50845.37869321088,0
94688.87166586428,43.80501475781007,3.61656242779432,-2.1823601221064903,-0.7549731358372088,1.7132935603104191,1.8780094753877694,-1.056382408226311,2,80437.72822770035,0
135736.79498699738,48.018522706664484,-1.3023036134566262,0.7055877343747043,0.693013719684713,0.04106311695070819,1.0910562482737955,-0.71203171069111,2,100911.54764378056,0
96049.1893128281,38.67687380091927,-2.241853714080818,-0.6242639528265608,1.191483357686506,2.136519824804499,1.4540827885300924,-0.9177938287397474,1,86197.78775925751,1
112081.97968383903,46.27341541686518,1.9882997328482617,-1.6971261108015292,-1.1184365037772128,2.2050454110019264,0.6189584498415304,0.18010346854025538,1,88995.36093620886,0
121446.77163478038,44.592647722508666,-0.12954158808655603,1.1004979945078457,0.9366809444440224,2.264753961671528,-0.27415629289573107,-0.6720338073271184,1,81886.25487356953,0
95308.62115674614,36.63906361472034,0.6015072901169121,-0.6399275776116728,-0.23754351096957485,-0.17881023474232538,-0.49600578570080817,0.2574064903314044,1,45315.44464071262,0
130868.4850674623,38.148438097298694,-1.530024215384981,1.3790699315682546,-0.5120263994141184,0.6198357081357475,-1.820441417050378,1.3159988474833595,1,82388.37799218111,1
95436.13572628236,35.49022649204363,1.1799798452258041,-0.4778213070563977,-0.9185288906350256,-0.49186657310500936,1.097315818801951,-0.8769154649345133,1,67233.28139569903,1
64316.322619611514,33.73698717426081,-0.04925871612873811,-1.656385734514361,-1.2644924064722456,-0.34433300311205817,4.101385250660808,-3.1503198600701614,1,64561.300835960275,0
86718.80365971904,35.53309061003557,-1.9306676142329742,-1.6143740199492274,0.4578025125001207,-0.4773902455876925,0.804671139429747,0.13018673506721146,2,54239.94816283318,0
84048.7364903443,32.87374398147705,2.703068382120222,-1.6394172701900556,0.19822519329196167,1.5679036617691338,1.7504652368803801,-0.8736653484752899,2,87365.6027463802,0
79123.14200880328,47.16677650450727,-2.9693101080400455,-3.099568603526762,-0.3077124836199879,-1.7993201759617143,7.045039351305904,-4.0671140366452505,2,88862.07714022273,0
110048.21909711641,45.267010874263995,-1.544232595676454,-0.47686199811469887,0.309939726625601,2.7881885057918896,2.6730880071971272,-1.818209596209305,1,113379.85464300818,1
110331.34368927426,46.935341493957026,-1.8528679084341841,-1.8263124641132946,0.9869151932831538,-2.5207112503337887,2.3322465148029004,-0.5435771369719041,2,68977.78179745258,0
137097.49082260262,54.03387591784119,-0.604063601631581,-1.7317755254530525,-0.46652292623321506,0.0525237985662147,1.5001788324465166,0.45756987502439816,1,106470.2003151077,0
88044.33629470374,42.84948455868631,0.34514495650090926,-3.9739224900935253,1.320171076307347,-1.1003363966157422,2.52576385069426,0.09589183279116509,1,68033.71883005006,0
93884.47878695522,39.94615447495918,2.463147246625179,1.0255792763996636,-2.0797893361606343,1.1899511026656695,1.6075877947435955,-3.0524991735497764,1,62130.95862470643,1
102300.79063282702,55.00577014288935,-4.713588926968427,-2.6155858695302925,-1.6339520916417691,-0.9106207590107165,2.6829354797650047,-0.9597813219657374,1,52699.132218764455,0
102903.44531105745,28.62704168191138,1.7692883412957872,1.6323596217655711,1.1144042164012784,-0.0073799534237810605,-2.105139975658034,0.4337637682381912,2,48602.81199753394,0
68742.1188793713,32.15920888531394,0.8293520061393815,-1.7777658772284548,-0.15074156863260663,1.694916184136408,2.216296000618368,-1.5625577430636022,1,69373.7499172812,0
105738.65154507755,41.58153587683085,1.7627799003303353,1.192495435250682,0.19205290969289524,2.2885599849344915,-1.9818168972914112,-0.31721574649472306,1,38063.61198047882,1
119664.4205239,49.71480824999496,-3.42458612567607,0.48910327293806044,-0.4777421787776122,-2.1589200768237466,1.7427163471341693,-1.6598159973631263,2,58026.45489576795,0
123271.05724293132,46.16190542767889,-1.0300162911178234,-0.711837901787585,-1.1737333986905423,-1.913213339787334,3.197792733829816,-1.4100056184394454,1,105129.2236956337,0
116990.512849569,47.57585610614048,-0.6664433090916011,-1.4984198243251003,-1.4234923662063474,-1.5141969506842918,3.4187468399471683,-1.3922255066619866,2,100513.17412318215,0
96707.86924239894,36.54849496915321,2.9227500905865567,-0.164271280172805,0.08504604782858524,3.1145411985588085,0.01599059047361679,-0.6660446189260991,2,79366.28436878198,0
